"","paper_no","author","term","n","total"
"5204",66,"Hamilton","punishment",5,2221
"5205",66,"Hamilton","representatives",5,2221
"5206",66,"Hamilton","should",5,2221
"5207",66,"Hamilton","there",5,2221
"5208",66,"Hamilton","thirds",5,2221
"5209",66,"Hamilton","too",5,2221
"5210",66,"Hamilton","we",5,2221
"5211",67,"Hamilton","all",5,1637
"5212",67,"Hamilton","at",5,1637
"5213",67,"Hamilton","but",5,1637
"5214",67,"Hamilton","during",5,1637
"5215",67,"Hamilton","fill",5,1637
"5216",67,"Hamilton","from",5,1637
"5217",67,"Hamilton","he",5,1637
"5218",67,"Hamilton","his",5,1637
"5219",67,"Hamilton","i",5,1637
"5220",67,"Hamilton","only",5,1637
"5221",67,"Hamilton","or",5,1637
"5222",67,"Hamilton","second",5,1637
"5223",67,"Hamilton","state",5,1637
"5224",67,"Hamilton","than",5,1637
"5225",67,"Hamilton","their",5,1637
"5226",67,"Hamilton","these",5,1637
"5227",67,"Hamilton","would",5,1637
"5228",68,"Hamilton","been",5,1505
"5229",68,"Hamilton","chosen",5,1505
"5230",68,"Hamilton","may",5,1505
"5231",68,"Hamilton","office",5,1505
"5232",68,"Hamilton","other",5,1505
"5233",68,"Hamilton","person",5,1505
"5234",68,"Hamilton","should",5,1505
"5235",68,"Hamilton","states",5,1505
"5236",68,"Hamilton","votes",5,1505
"5237",69,"Hamilton","are",5,2748
"5238",69,"Hamilton","article",5,2748
"5239",69,"Hamilton","between",5,2748
"5240",69,"Hamilton","british",5,2748
"5241",69,"Hamilton","command",5,2748
"5242",69,"Hamilton","could",5,2748
"5243",69,"Hamilton","every",5,2748
"5244",69,"Hamilton","four",5,2748
"5245",69,"Hamilton","government",5,2748
"5246",69,"Hamilton","influence",5,2748
"5247",69,"Hamilton","most",5,2748
"5248",69,"Hamilton","must",5,2748
"5249",69,"Hamilton","negative",5,2748
"5250",69,"Hamilton","on",5,2748
"5251",69,"Hamilton","senate",5,2748
"5252",69,"Hamilton","several",5,2748
"5253",69,"Hamilton","shall",5,2748
"5254",69,"Hamilton","their",5,2748
"5255",69,"Hamilton","those",5,2748
"5256",69,"Hamilton","treason",5,2748
"5257",69,"Hamilton","who",5,2748
"5258",69,"Hamilton","years",5,2748
"5259",70,"Hamilton","can",5,3296
"5260",70,"Hamilton","circumstances",5,3296
"5261",70,"Hamilton","good",5,3296
"5262",70,"Hamilton","how",5,3296
"5263",70,"Hamilton","individuals",5,3296
"5264",70,"Hamilton","influence",5,3296
"5265",70,"Hamilton","ingredients",5,3296
"5266",70,"Hamilton","magistrate",5,3296
"5267",70,"Hamilton","people",5,3296
"5268",70,"Hamilton","pernicious",5,3296
"5269",70,"Hamilton","sometimes",5,3296
"5270",70,"Hamilton","too",5,3296
"5271",70,"Hamilton","under",5,3296
"5272",70,"Hamilton","unity",5,3296
"5273",70,"Hamilton","whole",5,3296
"5274",71,"Hamilton","are",5,1706
"5275",71,"Hamilton","been",5,1706
"5276",71,"Hamilton","either",5,1706
"5277",71,"Hamilton","government",5,1706
"5278",71,"Hamilton","has",5,1706
"5279",71,"Hamilton","himself",5,1706
"5280",71,"Hamilton","man",5,1706
"5281",71,"Hamilton","so",5,1706
"5282",71,"Hamilton","such",5,1706
"5283",71,"Hamilton","than",5,1706
"5284",71,"Hamilton","what",5,1706
"5285",72,"Hamilton","best",5,2039
"5286",72,"Hamilton","but",5,2039
"5287",72,"Hamilton","community",5,2039
"5288",72,"Hamilton","conduct",5,2039
"5289",72,"Hamilton","effect",5,2039
"5290",72,"Hamilton","first",5,2039
"5291",72,"Hamilton","government",5,2039
"5292",72,"Hamilton","greater",5,2039
"5293",72,"Hamilton","has",5,2039
"5294",72,"Hamilton","himself",5,2039
"5295",72,"Hamilton","if",5,2039
"5296",72,"Hamilton","them",5,2039
"5297",72,"Hamilton","upon",5,2039
"5298",72,"Hamilton","what",5,2039
"5299",73,"Hamilton","against",5,2346
"5300",73,"Hamilton","exercised",5,2346
"5301",73,"Hamilton","good",5,2346
"5302",73,"Hamilton","if",5,2346
"5303",73,"Hamilton","influence",5,2346
"5304",73,"Hamilton","legislature",5,2346
"5305",73,"Hamilton","men",5,2346
"5306",73,"Hamilton","no",5,2346
"5307",73,"Hamilton","often",5,2346
"5308",73,"Hamilton","on",5,2346
"5309",73,"Hamilton","president",5,2346
"5310",73,"Hamilton","same",5,2346
"5311",73,"Hamilton","so",5,2346
"5312",73,"Hamilton","them",5,2346
"5313",73,"Hamilton","there",5,2346
"5314",73,"Hamilton","united",5,2346
"5315",73,"Hamilton","very",5,2346
"5316",74,"Hamilton","have",5,1000
"5317",74,"Hamilton","states",5,1000
"5318",75,"Hamilton","but",5,1942
"5319",75,"Hamilton","greater",5,1942
"5320",75,"Hamilton","i",5,1942
"5321",75,"Hamilton","magistrate",5,1942
"5322",75,"Hamilton","may",5,1942
"5323",75,"Hamilton","might",5,1942
"5324",75,"Hamilton","on",5,1942
"5325",75,"Hamilton","one",5,1942
"5326",75,"Hamilton","ought",5,1942
"5327",75,"Hamilton","part",5,1942
"5328",75,"Hamilton","powers",5,1942
"5329",75,"Hamilton","them",5,1942
"5330",75,"Hamilton","though",5,1942
"5331",75,"Hamilton","under",5,1942
"5332",75,"Hamilton","upon",5,1942
"5333",75,"Hamilton","while",5,1942
"5334",76,"Hamilton","any",5,1931
"5335",76,"Hamilton","choice",5,1931
"5336",76,"Hamilton","has",5,1931
"5337",76,"Hamilton","more",5,1931
"5338",76,"Hamilton","must",5,1931
"5339",76,"Hamilton","no",5,1931
"5340",76,"Hamilton","office",5,1931
"5341",76,"Hamilton","party",5,1931
"5342",76,"Hamilton","such",5,1931
"5343",76,"Hamilton","under",5,1931
"5344",77,"Hamilton","administration",5,1976
"5345",77,"Hamilton","good",5,1976
"5346",77,"Hamilton","government",5,1976
"5347",77,"Hamilton","manner",5,1976
"5348",77,"Hamilton","other",5,1976
"5349",77,"Hamilton","persons",5,1976
"5350",77,"Hamilton","plan",5,1976
"5351",77,"Hamilton","state",5,1976
"5352",77,"Hamilton","them",5,1976
"5353",77,"Hamilton","they",5,1976
"5354",77,"Hamilton","time",5,1976
"5355",1,"Hamilton","if",4,1588
"5356",1,"Hamilton","one",4,1588
"5357",1,"Hamilton","own",4,1588
"5358",1,"Hamilton","subject",4,1588
"5359",1,"Hamilton","well",4,1588
"5360",2,"Jay","all",4,1665
"5361",2,"Jay","confederacies",4,1665
"5362",2,"Jay","from",4,1665
"5363",2,"Jay","great",4,1665
"5364",2,"Jay","had",4,1665
"5365",2,"Jay","i",4,1665
"5366",2,"Jay","liberty",4,1665
"5367",2,"Jay","made",4,1665
"5368",2,"Jay","may",4,1665
"5369",2,"Jay","most",4,1665
"5370",2,"Jay","must",4,1665
"5371",2,"Jay","nation",4,1665
"5372",2,"Jay","number",4,1665
"5373",2,"Jay","other",4,1665
"5374",2,"Jay","our",4,1665
"5375",2,"Jay","plan",4,1665
"5376",2,"Jay","recommended",4,1665
"5377",2,"Jay","should",4,1665
"5378",2,"Jay","some",4,1665
"5379",2,"Jay","them",4,1665
"5380",2,"Jay","these",4,1665
"5381",2,"Jay","when",4,1665
"5382",3,"Jay","all",4,1439
"5383",3,"Jay","always",4,1439
"5384",3,"Jay","direct",4,1439
"5385",3,"Jay","given",4,1439
"5386",3,"Jay","influence",4,1439
"5387",3,"Jay","laws",4,1439
"5388",3,"Jay","many",4,1439
"5389",3,"Jay","men",4,1439
"5390",3,"Jay","only",4,1439
"5391",3,"Jay","opinion",4,1439
"5392",3,"Jay","should",4,1439
"5393",3,"Jay","so",4,1439
"5394",3,"Jay","united",4,1439
"5395",4,"Jay","all",4,1636
"5396",4,"Jay","causes",4,1636
"5397",4,"Jay","confederacies",4,1636
"5398",4,"Jay","each",4,1636
"5399",4,"Jay","either",4,1636
"5400",4,"Jay","fleet",4,1636
"5401",4,"Jay","fleets",4,1636
"5402",4,"Jay","how",4,1636
"5403",4,"Jay","make",4,1636
"5404",4,"Jay","often",4,1636
"5405",4,"Jay","only",4,1636
"5406",4,"Jay","own",4,1636
"5407",4,"Jay","resources",4,1636
"5408",4,"Jay","see",4,1636
"5409",4,"Jay","those",4,1636
"5410",4,"Jay","trade",4,1636
"5411",4,"Jay","under",4,1636
"5412",4,"Jay","union",4,1636
"5413",4,"Jay","well",4,1636
"5414",4,"Jay","when",4,1636
"5415",5,"Jay","all",4,1337
"5416",5,"Jay","an",4,1337
"5417",5,"Jay","another",4,1337
"5418",5,"Jay","at",4,1337
"5419",5,"Jay","but",4,1337
"5420",5,"Jay","did",4,1337
"5421",5,"Jay","good",4,1337
"5422",5,"Jay","happen",4,1337
"5423",5,"Jay","its",4,1337
"5424",5,"Jay","jealousies",4,1337
"5425",5,"Jay","only",4,1337
"5426",5,"Jay","other",4,1337
"5427",5,"Jay","policy",4,1337
"5428",5,"Jay","should",4,1337
"5429",5,"Jay","three",4,1337
"5430",6,"Hamilton","against",4,2131
"5431",6,"Hamilton","carthage",4,2131
"5432",6,"Hamilton","contrary",4,2131
"5433",6,"Hamilton","desire",4,2131
"5434",6,"Hamilton","each",4,2131
"5435",6,"Hamilton","europe",4,2131
"5436",6,"Hamilton","he",4,2131
"5437",6,"Hamilton","human",4,2131
"5438",6,"Hamilton","let",4,2131
"5439",6,"Hamilton","national",4,2131
"5440",6,"Hamilton","often",4,2131
"5441",6,"Hamilton","our",4,2131
"5442",6,"Hamilton","out",4,2131
"5443",6,"Hamilton","policy",4,2131
"5444",6,"Hamilton","power",4,2131
"5445",6,"Hamilton","republics",4,2131
"5446",6,"Hamilton","so",4,2131
"5447",6,"Hamilton","themselves",4,2131
"5448",6,"Hamilton","time",4,2131
"5449",6,"Hamilton","upon",4,2131
"5450",7,"Hamilton","apportionment",4,2255
"5451",7,"Hamilton","common",4,2255
"5452",7,"Hamilton","debt",4,2255
"5453",7,"Hamilton","differences",4,2255
"5454",7,"Hamilton","each",4,2255
"5455",7,"Hamilton","even",4,2255
"5456",7,"Hamilton","great",4,2255
"5457",7,"Hamilton","has",4,2255
"5458",7,"Hamilton","her",4,2255
"5459",7,"Hamilton","interest",4,2255
"5460",7,"Hamilton","jersey",4,2255
"5461",7,"Hamilton","lands",4,2255
"5462",7,"Hamilton","likely",4,2255
"5463",7,"Hamilton","made",4,2255
"5464",7,"Hamilton","might",4,2255
"5465",7,"Hamilton","nations",4,2255
"5466",7,"Hamilton","naturally",4,2255
"5467",7,"Hamilton","one",4,2255
"5468",7,"Hamilton","own",4,2255
"5469",7,"Hamilton","parties",4,2255
"5470",7,"Hamilton","peace",4,2255
"5471",7,"Hamilton","rights",4,2255
"5472",7,"Hamilton","she",4,2255
"5473",7,"Hamilton","so",4,2255
"5474",7,"Hamilton","still",4,2255
"5475",7,"Hamilton","york",4,2255
"5476",8,"Hamilton","confederacies",4,1987
"5477",8,"Hamilton","danger",4,1987
"5478",8,"Hamilton","first",4,1987
"5479",8,"Hamilton","give",4,1987
"5480",8,"Hamilton","liberty",4,1987
"5481",8,"Hamilton","little",4,1987
"5482",8,"Hamilton","much",4,1987
"5483",8,"Hamilton","neither",4,1987
"5484",8,"Hamilton","no",4,1987
"5485",8,"Hamilton","often",4,1987
"5486",8,"Hamilton","rights",4,1987
"5487",8,"Hamilton","standing",4,1987
"5488",9,"Hamilton","against",4,1976
"5489",9,"Hamilton","any",4,1976
"5490",9,"Hamilton","association",4,1976
"5491",9,"Hamilton","external",4,1976
"5492",9,"Hamilton","his",4,1976
"5493",9,"Hamilton","kind",4,1976
"5494",9,"Hamilton","liberty",4,1976
"5495",9,"Hamilton","montesquieu",4,1976
"5496",9,"Hamilton","shall",4,1976
"5497",9,"Hamilton","single",4,1976
"5498",9,"Hamilton","upon",4,1976
"5499",10,"Madison","all",4,2999
"5500",10,"Madison","any",4,2999
"5501",10,"Madison","can",4,2999
"5502",10,"Madison","concert",4,2999
"5503",10,"Madison","cure",4,2999
"5504",10,"Madison","degree",4,2999
"5505",10,"Madison","democracy",4,2999
"5506",10,"Madison","does",4,2999
"5507",10,"Madison","each",4,2999
"5508",10,"Madison","effects",4,2999
"5509",10,"Madison","factious",4,2999
"5510",10,"Madison","form",4,2999
"5511",10,"Madison","governments",4,2999
"5512",10,"Madison","has",4,2999
"5513",10,"Madison","he",4,2999
"5514",10,"Madison","injustice",4,2999
"5515",10,"Madison","likely",4,2999
"5516",10,"Madison","mankind",4,2999
"5517",10,"Madison","men",4,2999
"5518",10,"Madison","particular",4,2999
"5519",10,"Madison","people",4,2999
"5520",10,"Madison","private",4,2999
"5521",10,"Madison","render",4,2999
"5522",10,"Madison","republican",4,2999
"5523",10,"Madison","so",4,2999
"5524",10,"Madison","spirit",4,2999
"5525",10,"Madison","those",4,2999
"5526",10,"Madison","variety",4,2999
"5527",10,"Madison","well",4,2999
"5528",10,"Madison","within",4,2999
"5529",10,"Madison","without",4,2999
"5530",10,"Madison","you",4,2999
"5531",11,"Hamilton","able",4,2494
"5532",11,"Hamilton","any",4,2494
"5533",11,"Hamilton","between",4,2494
"5534",11,"Hamilton","britain",4,2494
"5535",11,"Hamilton","different",4,2494
"5536",11,"Hamilton","european",4,2494
"5537",11,"Hamilton","foreign",4,2494
"5538",11,"Hamilton","greater",4,2494
"5539",11,"Hamilton","interest",4,2494
"5540",11,"Hamilton","interests",4,2494
"5541",11,"Hamilton","into",4,2494
"5542",11,"Hamilton","maritime",4,2494
"5543",11,"Hamilton","nation",4,2494
"5544",11,"Hamilton","national",4,2494
"5545",11,"Hamilton","naval",4,2494
"5546",11,"Hamilton","own",4,2494
"5547",11,"Hamilton","privileges",4,2494
"5548",11,"Hamilton","rights",4,2494
"5549",11,"Hamilton","situation",4,2494
"5550",11,"Hamilton","state",4,2494
"5551",11,"Hamilton","system",4,2494
"5552",11,"Hamilton","united",4,2494
"5553",11,"Hamilton","when",4,2494
"5554",12,"Hamilton","cannot",4,2148
"5555",12,"Hamilton","direct",4,2148
"5556",12,"Hamilton","each",4,2148
"5557",12,"Hamilton","every",4,2148
"5558",12,"Hamilton","france",4,2148
"5559",12,"Hamilton","interests",4,2148
"5560",12,"Hamilton","long",4,2148
"5561",12,"Hamilton","most",4,2148
"5562",12,"Hamilton","national",4,2148
"5563",12,"Hamilton","objects",4,2148
"5564",12,"Hamilton","part",4,2148
"5565",12,"Hamilton","should",4,2148
"5566",12,"Hamilton","subject",4,2148
"5567",12,"Hamilton","than",4,2148
"5568",12,"Hamilton","union",4,2148
"5569",12,"Hamilton","well",4,2148
"5570",13,"Hamilton","are",4,960
"5571",13,"Hamilton","can",4,960
"5572",13,"Hamilton","each",4,960
"5573",13,"Hamilton","great",4,960
"5574",13,"Hamilton","have",4,960
"5575",13,"Hamilton","national",4,960
"5576",13,"Hamilton","no",4,960
"5577",13,"Hamilton","northern",4,960
"5578",13,"Hamilton","number",4,960
"5579",13,"Hamilton","when",4,960
"5580",14,"Madison","against",4,2150
"5581",14,"Madison","america",4,2150
"5582",14,"Madison","among",4,2150
"5583",14,"Madison","atlantic",4,2150
"5584",14,"Madison","between",4,2150
"5585",14,"Madison","but",4,2150
"5586",14,"Madison","find",4,2150
"5587",14,"Madison","forty",4,2150
"5588",14,"Madison","hundred",4,2150
"5589",14,"Madison","miles",4,2150
"5590",14,"Madison","one",4,2150
"5591",14,"Madison","only",4,2150
"5592",14,"Madison","place",4,2150
"5593",14,"Madison","proper",4,2150
"5594",14,"Madison","public",4,2150
"5595",14,"Madison","regard",4,2150
"5596",14,"Madison","them",4,2150
"5597",14,"Madison","throughout",4,2150
"5598",15,"Hamilton","against",4,3066
"5599",15,"Hamilton","among",4,3066
"5600",15,"Hamilton","bodies",4,3066
"5601",15,"Hamilton","citizens",4,3066
"5602",15,"Hamilton","confederation",4,3066
"5603",15,"Hamilton","constitution",4,3066
"5604",15,"Hamilton","executed",4,3066
"5605",15,"Hamilton","experience",4,3066
"5606",15,"Hamilton","foreign",4,3066
"5607",15,"Hamilton","found",4,3066
"5608",15,"Hamilton","how",4,3066
"5609",15,"Hamilton","human",4,3066
"5610",15,"Hamilton","into",4,3066
"5611",15,"Hamilton","last",4,3066
"5612",15,"Hamilton","long",4,3066
"5613",15,"Hamilton","measures",4,3066
"5614",15,"Hamilton","nor",4,3066
"5615",15,"Hamilton","objects",4,3066
"5616",15,"Hamilton","people",4,3066
"5617",15,"Hamilton","powers",4,3066
"5618",15,"Hamilton","present",4,3066
"5619",15,"Hamilton","resolutions",4,3066
"5620",15,"Hamilton","seem",4,3066
"5621",15,"Hamilton","them",4,3066
"5622",15,"Hamilton","times",4,3066
"5623",15,"Hamilton","under",4,3066
"5624",15,"Hamilton","when",4,3066
"5625",16,"Hamilton","always",4,2037
"5626",16,"Hamilton","army",4,2037
"5627",16,"Hamilton","confederacy",4,2037
"5628",16,"Hamilton","duty",4,2037
"5629",16,"Hamilton","force",4,2037
"5630",16,"Hamilton","happen",4,2037
"5631",16,"Hamilton","individuals",4,2037
"5632",16,"Hamilton","large",4,2037
"5633",16,"Hamilton","often",4,2037
"5634",16,"Hamilton","on",4,2037
"5635",16,"Hamilton","people",4,2037
"5636",16,"Hamilton","same",4,2037
"5637",16,"Hamilton","such",4,2037
"5638",16,"Hamilton","than",4,2037
"5639",16,"Hamilton","there",4,2037
"5640",16,"Hamilton","war",4,2037
"5641",16,"Hamilton","we",4,2037
"5642",16,"Hamilton","when",4,2037
"5643",17,"Hamilton","administration",4,1564
"5644",17,"Hamilton","authorities",4,1564
"5645",17,"Hamilton","between",4,1564
"5646",17,"Hamilton","citizens",4,1564
"5647",17,"Hamilton","general",4,1564
"5648",17,"Hamilton","great",4,1564
"5649",17,"Hamilton","has",4,1564
"5650",17,"Hamilton","have",4,1564
"5651",17,"Hamilton","local",4,1564
"5652",17,"Hamilton","may",4,1564
"5653",17,"Hamilton","not",4,1564
"5654",17,"Hamilton","objects",4,1564
"5655",17,"Hamilton","particular",4,1564
"5656",17,"Hamilton","so",4,1564
"5657",17,"Hamilton","states",4,1564
"5658",17,"Hamilton","there",4,1564
"5659",17,"Hamilton","too",4,1564
"5660",17,"Hamilton","union",4,1564
"5661",17,"Hamilton","vassals",4,1564
"5662",17,"Hamilton","were",4,1564
"5663",18,"Joint","achaean",4,2087
"5664",18,"Joint","against",4,2087
"5665",18,"Joint","arms",4,2087
"5666",18,"Joint","at",4,2087
"5667",18,"Joint","athens",4,2087
"5668",18,"Joint","been",4,2087
"5669",18,"Joint","being",4,2087
"5670",18,"Joint","general",4,2087
"5671",18,"Joint","most",4,2087
"5672",18,"Joint","or",4,2087
"5673",18,"Joint","policy",4,2087
"5674",18,"Joint","powers",4,2087
"5675",18,"Joint","sparta",4,2087
"5676",18,"Joint","these",4,2087
"5677",18,"Joint","though",4,2087
"5678",19,"Joint","been",4,2021
"5679",19,"Joint","between",4,2021
"5680",19,"Joint","general",4,2021
"5681",19,"Joint","germany",4,2021
"5682",19,"Joint","if",4,2021
"5683",19,"Joint","into",4,2021
"5684",19,"Joint","long",4,2021
"5685",19,"Joint","nor",4,2021
"5686",19,"Joint","not",4,2021
"5687",19,"Joint","part",4,2021
"5688",19,"Joint","powerful",4,2021
"5689",19,"Joint","separate",4,2021
"5690",19,"Joint","so",4,2021
"5691",19,"Joint","sovereigns",4,2021
"5692",19,"Joint","sovereignty",4,2021
"5693",19,"Joint","subject",4,2021
"5694",19,"Joint","themselves",4,2021
"5695",19,"Joint","these",4,2021
"5696",19,"Joint","war",4,2021
"5697",19,"Joint","wars",4,2021
"5698",19,"Joint","weakness",4,2021
"5699",19,"Joint","would",4,2021
"5700",20,"Joint","confederacy",4,1518
"5701",20,"Joint","constitutional",4,1518
"5702",20,"Joint","each",4,1518
"5703",20,"Joint","equal",4,1518
"5704",20,"Joint","federal",4,1518
"5705",20,"Joint","government",4,1518
"5706",20,"Joint","influence",4,1518
"5707",20,"Joint","long",4,1518
"5708",20,"Joint","not",4,1518
"5709",20,"Joint","one",4,1518
"5710",20,"Joint","other",4,1518
"5711",20,"Joint","others",4,1518
"5712",20,"Joint","practice",4,1518
"5713",20,"Joint","province",4,1518
"5714",20,"Joint","provincial",4,1518
"5715",20,"Joint","says",4,1518
"5716",20,"Joint","some",4,1518
"5717",20,"Joint","stadtholder",4,1518
"5718",20,"Joint","treaty",4,1518
"5719",20,"Joint","will",4,1518
"5720",21,"Hamilton","at",4,1993
"5721",21,"Hamilton","between",4,1993
"5722",21,"Hamilton","country",4,1993
"5723",21,"Hamilton","duties",4,1993
"5724",21,"Hamilton","each",4,1993
"5725",21,"Hamilton","must",4,1993
"5726",21,"Hamilton","objects",4,1993
"5727",21,"Hamilton","principle",4,1993
"5728",21,"Hamilton","right",4,1993
"5729",21,"Hamilton","taxes",4,1993
"5730",21,"Hamilton","than",4,1993
"5731",21,"Hamilton","time",4,1993
"5732",21,"Hamilton","united",4,1993
"5733",22,"Hamilton","america",4,3477
"5734",22,"Hamilton","case",4,3477
"5735",22,"Hamilton","commerce",4,3477
"5736",22,"Hamilton","confederation",4,3477
"5737",22,"Hamilton","consent",4,3477
"5738",22,"Hamilton","constitution",4,3477
"5739",22,"Hamilton","court",4,3477
"5740",22,"Hamilton","courts",4,3477
"5741",22,"Hamilton","each",4,3477
"5742",22,"Hamilton","either",4,3477
"5743",22,"Hamilton","federal",4,3477
"5744",22,"Hamilton","final",4,3477
"5745",22,"Hamilton","found",4,3477
"5746",22,"Hamilton","give",4,3477
"5747",22,"Hamilton","hence",4,3477
"5748",22,"Hamilton","importance",4,3477
"5749",22,"Hamilton","interests",4,3477
"5750",22,"Hamilton","into",4,3477
"5751",22,"Hamilton","last",4,3477
